[module] running job a91ce9b9-71cd-436a-b0e2-c4e6573e419e
[15:33:37] [S2] batch mini_step=59 optimizer_step=59 discriminator_total=3.725640296936035 generator_total=37.11450958251953 feature=12.63563346862793 mel=20.803552627563477 kl_ssl=0.0 kl=1.1479191780090332 grad_norm_d=26.456991848830466 grad_norm_g=269.0875002636277 learning_rate=0.0001
[15:33:38] [S2] batch mini_step=60 optimizer_step=60 discriminator_total=3.6855077743530273 generator_total=33.79845428466797 feature=6.6337809562683105 mel=21.437484741210938 kl_ssl=0.0 kl=2.7803306579589844 grad_norm_d=101.51253447101197 grad_norm_g=398.28488325616155 learning_rate=0.0001
[15:33:39] [S2] batch mini_step=61 optimizer_step=61 discriminator_total=3.5283050537109375 generator_total=37.36439514160156 feature=12.51346492767334 mel=20.184051513671875 kl_ssl=0.0 kl=2.0637423992156982 grad_norm_d=155.11371703558083 grad_norm_g=131.53449560924375 learning_rate=0.0001
[15:33:40] [S2] batch mini_step=62 optimizer_step=62 discriminator_total=3.1900794506073 generator_total=32.74796676635742 feature=4.632927417755127 mel=23.867347717285156 kl_ssl=0.0 kl=1.1394422054290771 grad_norm_d=31.14068393875694 grad_norm_g=256.4476688021462 learning_rate=0.0001
[15:33:41] [S2] batch mini_step=63 optimizer_step=63 discriminator_total=3.765275478363037 generator_total=34.28205490112305 feature=10.40484619140625 mel=19.44359588623047 kl_ssl=0.0 kl=1.6900969743728638 grad_norm_d=92.13785533087926 grad_norm_g=210.2296265819259 learning_rate=0.0001
[15:33:43] [S2] batch mini_step=64 optimizer_step=64 discriminator_total=3.7832694053649902 generator_total=26.024930953979492 feature=3.6936304569244385 mel=18.389305114746094 kl_ssl=0.0 kl=1.2066088914871216 grad_norm_d=35.33820588556335 grad_norm_g=388.1177623058329 learning_rate=0.0001
[15:33:44] [S2] batch mini_step=65 optimizer_step=65 discriminator_total=3.586780071258545 generator_total=40.38460922241211 feature=11.939074516296387 mel=23.23731231689453 kl_ssl=0.0 kl=2.1823205947875977 grad_norm_d=34.24422871163818 grad_norm_g=178.98839578533534 learning_rate=0.0001
[15:33:45] [S2] batch mini_step=66 optimizer_step=66 discriminator_total=3.5054190158843994 generator_total=32.5817985534668 feature=4.8561882972717285 mel=22.259754180908203 kl_ssl=0.0 kl=2.429924249649048 grad_norm_d=52.13110877249472 grad_norm_g=476.8490749389733 learning_rate=0.0001
[15:33:46] [S2] batch mini_step=67 optimizer_step=67 discriminator_total=3.8753955364227295 generator_total=29.667301177978516 feature=5.982147693634033 mel=18.984210968017578 kl_ssl=0.0 kl=1.8487694263458252 grad_norm_d=38.89636477307343 grad_norm_g=279.83036878682714 learning_rate=0.0001
[15:33:48] [S2] batch mini_step=68 optimizer_step=68 discriminator_total=3.6307108402252197 generator_total=22.603513717651367 feature=1.9064215421676636 mel=16.704133987426758 kl_ssl=0.0 kl=1.91579008102417 grad_norm_d=63.81076458087066 grad_norm_g=495.08809263247235 learning_rate=0.0001
[15:33:49] [S2] batch mini_step=69 optimizer_step=69 discriminator_total=3.9147515296936035 generator_total=40.79638671875 feature=14.10983657836914 mel=22.05709457397461 kl_ssl=0.0 kl=1.7704486846923828 grad_norm_d=25.53714602956688 grad_norm_g=226.73184323123562 learning_rate=0.0001
[15:33:50] [S2] batch mini_step=70 optimizer_step=70 discriminator_total=3.5454084873199463 generator_total=41.14385986328125 feature=11.935776710510254 mel=23.501981735229492 kl_ssl=0.0 kl=2.7341551780700684 grad_norm_d=38.204624963480455 grad_norm_g=193.42151145940898 learning_rate=0.0001
[15:33:51] [S2] batch mini_step=71 optimizer_step=71 discriminator_total=4.00092077255249 generator_total=23.818740844726562 feature=6.969087600708008 mel=13.205127716064453 kl_ssl=0.0 kl=1.166347622871399 grad_norm_d=71.37274963260009 grad_norm_g=794.8027936425553 learning_rate=0.0001
[15:33:53] [S2] batch mini_step=72 optimizer_step=72 discriminator_total=3.506446123123169 generator_total=30.970680236816406 feature=3.7530839443206787 mel=23.083370208740234 kl_ssl=0.0 kl=1.21074378490448 grad_norm_d=41.982275267778334 grad_norm_g=1200.9955297376412 learning_rate=0.0001
[15:33:54] [S2] batch mini_step=73 optimizer_step=73 discriminator_total=3.8085219860076904 generator_total=26.24677276611328 feature=4.945215702056885 mel=17.472352981567383 kl_ssl=0.0 kl=1.2629263401031494 grad_norm_d=49.61783834413339 grad_norm_g=1263.1694636287418 learning_rate=0.0001
[15:33:55] [S2] batch mini_step=74 optimizer_step=74 discriminator_total=3.5439560413360596 generator_total=42.1884765625 feature=13.530320167541504 mel=23.894262313842773 kl_ssl=0.0 kl=1.618399739265442 grad_norm_d=60.324988626026816 grad_norm_g=663.7018095182202 learning_rate=0.0001
[15:33:56] [S2] batch mini_step=75 optimizer_step=75 discriminator_total=3.8583321571350098 generator_total=31.14806365966797 feature=4.243223667144775 mel=23.34492301940918 kl_ssl=0.0 kl=1.2156795263290405 grad_norm_d=25.4217886393428 grad_norm_g=1010.928335320015 learning_rate=0.0001
